,ID Client 1,ID Client 2,Duration_Car,Duration_Bike
2333,11,476321344,4,12.0
2334,11,477580072,11,29.0
2335,11,479391393,34,107.0
2336,11,480337694,20,61.0
2337,11,481413999,19,46.0
2338,11,522099746,16,40.0
2339,11,522610892,25,63.0
2340,11,527231829,6,9.0
2341,11,530138806,13,39.0
2342,11,531956083,10,18.0
2343,11,541258495,7,8.0
2344,11,552306887,10,21.0
2345,11,559277088,4,4.0
2346,11,559475456,19,54.0
2347,11,560136410,22,59.0
2348,11,560575760,8,17.0
2349,11,565078696,10,45.0
2350,11,569769242,4,6.0
2351,11,569981306,20,63.0
2352,11,570590313,9,26.0
2353,11,584983158,15,35.0
2354,11,590049071,8,19.0
2355,11,597798321,6,8.0
2356,11,599471591,19,57.0
2357,11,607763952,9,15.0
2358,11,609495444,5,9.0
2359,11,628015504,13,29.0
2360,11,648827964,17,34.0
2361,11,657893693,5,11.0
2362,11,658187452,11,20.0
2363,11,658302934,9,16.0
2364,11,662280369,8,17.0
2365,11,691319767,20,60.0
2366,11,712664807,6,8.0
2367,11,714782168,7,11.0
2368,11,727679560,16,47.0
2369,11,728081901,8,12.0
2370,11,740412946,21,53.0
2371,11,741595162,1,1.0
2372,11,751167409,9,11.317541111544136
2373,11,751920795,12,28.0
2374,11,755498685,20,52.0
2375,11,756396600,9,15.0
2376,11,762149315,19,49.0
2377,11,762304005,8,16.0
2378,11,764206151,5,8.0
2379,11,772073740,11,33.0
2380,11,793803218,21,59.0
2381,11,794098228,5,7.0
2382,11,803656603,5,6.0
2383,11,814940942,20,57.0
2384,11,817127257,17,51.0
2385,11,817947464,31,128.0
2386,11,824480809,18,54.0
2387,11,826666511,11,21.0
2388,11,827142453,6,14.0
2389,11,833548586,8,19.0
2390,11,855391156,17,32.0
2391,11,858147751,9,26.0
2392,11,859852985,19,58.0
2393,11,860937824,21,65.0
2394,11,861502972,1,1.0
2395,11,863339627,17,45.0
2396,11,863374497,8,16.0
2397,11,864411156,12,39.0
2398,11,867813356,12,38.0
2399,11,1452740690,4,4.0
2400,11,1452763176,20,76.0
2401,11,1452775101,7,10.0
2402,11,1452858131,14,37.0
2403,11,1453084257,9,39.0
2404,11,1,16,38.0
2405,11,2,5,7.0
2406,11,3,17,45.0
2407,11,4,9,16.0
2408,11,5,2,2.0
2409,11,6,7,16.0
2410,11,7,21,49.0
2411,11,8,14,38.0
2412,11,9,9,18.0
2413,11,10,8,26.0
2415,11,12,9,23.0
2416,11,13,3,5.0
2417,11,14,11,28.0
2418,11,15,5,8.0
2419,11,16,10,28.0
2420,11,17,9,20.0
2421,11,18,30,83.0
2422,11,19,14,27.0
2423,11,20,9,16.0
2424,11,21,27,90.0
2425,11,22,5,14.0
2426,11,23,6,8.0
2427,11,24,11,18.0
2428,11,25,12,21.0
2429,11,26,3,4.0
2430,11,27,12,34.0
2431,11,28,17,46.0
2432,11,29,15,36.0
2433,11,30,3,4.0
2434,11,31,3,5.0
2435,11,32,17,48.0
2436,11,33,17,49.0
2437,11,34,10,24.0
2438,11,35,18,47.0
2439,11,36,11,28.0
2440,11,37,22,58.0
2441,11,38,8,15.0
2442,11,39,12,27.0
2443,11,40,20,53.0
2444,11,41,1,2.0
2445,11,42,4,6.0
2446,11,43,4,9.0
2447,11,44,5,9.0
2448,11,45,3,3.0
2449,11,46,30,106.0
2450,11,47,29,76.0
2451,11,48,7,12.0
2452,11,49,12,21.0
2453,11,50,22,59.0
2454,11,51,9,17.0
2455,11,52,12,34.0
2456,11,53,5,8.0
2457,11,54,13,31.0
2458,11,55,13,42.0
2459,11,56,9,20.0
2460,11,57,13,26.0
2461,11,58,8,13.0
2462,11,59,3,4.0
2463,11,60,5,8.0
2464,11,61,21,59.0
2465,11,62,11,17.0
2466,11,63,6,10.0
2467,11,64,7,13.0
2468,11,65,10,21.0
2469,11,66,9,16.0
2470,11,67,30,96.0
2471,11,68,18,51.0
2472,11,69,6,9.0
2473,11,70,24,65.0
2474,11,71,12,24.0
2475,11,72,9,27.0
2476,11,73,10,31.0
2477,11,74,6,9.0
2478,11,75,20,56.0
2479,11,76,11,22.0
2480,11,77,23,65.0
2481,11,78,28,71.0
2482,11,79,12,24.0
2483,11,80,16,39.0
2484,11,81,8,13.0
2485,11,82,4,4.0
2486,11,83,5,8.0
2487,11,84,10,19.0
2488,11,85,6,9.0
2489,11,86,5,6.0
2490,11,87,17,46.0
2491,11,88,9,12.0
2492,11,89,4,7.0
2493,11,90,20,55.0
2494,11,91,9,26.0
2495,11,92,22,58.0
2496,11,93,25,69.0
2497,11,94,24,73.0
2498,11,95,19,49.0
2499,11,96,13,32.0
2500,11,97,22,53.0
2501,11,98,6,6.0
2502,11,99,6,11.0
2503,11,100,10,18.0
2504,11,101,12,39.0
2505,11,102,8,19.0
2506,11,103,38,107.0
2507,11,104,7,15.0
2508,11,105,17,70.0
2509,11,106,19,49.0
2510,11,107,11,28.0
2511,11,108,11,28.0
2512,11,109,9,18.0
2513,11,110,9,13.0
2514,11,111,15,46.0
2515,11,112,13,28.0
2516,11,113,10,22.0
2517,11,114,28,64.0
2518,11,115,11,25.0
2519,12,78691334,10,33.0
2520,12,78691389,19,44.0
2521,12,78691461,30,82.0
2522,12,78692265,11,30.0
2523,12,78865175,8,12.0
2524,12,78867322,6,8.0
2525,12,78873790,8,9.0
2526,12,78899980,21,60.0
2527,12,79591205,7,9.0
2528,12,79598982,9,20.0
2529,12,79600570,10,13.0
2530,12,82135699,12,47.0
2531,12,87274454,22,61.0
2532,12,87835064,1,1.0
2533,12,87852633,18,60.0
2534,12,88588548,5,10.0
2535,12,88672872,10,25.0
2536,12,97922195,5,12.0
2537,12,98085031,9,25.0
2538,12,167937489,19,50.0
2539,12,188178602,12,42.0
2540,12,192451998,21,56.0
2541,12,197274024,7,12.0
2542,12,197278699,18,45.0
2543,12,205495806,8,9.0
2544,12,213156949,11,17.0
2545,12,243033408,7,11.635082223088272
2546,12,297413132,8,12.0
2547,12,298597763,21,60.0
2548,12,315244686,6,13.0
2549,12,334442311,24,77.0
2550,12,334811042,13,29.0
2551,12,352744112,13,28.0
2552,12,432156741,19,58.0
2553,12,433149947,9,17.0
2554,12,438309694,7,12.0
2555,12,446362468,6,14.0
2556,12,452687307,13,43.0
2557,12,452919640,19,33.0
2558,12,458296232,13,32.0
2559,12,463037458,15,41.0
2560,12,466678534,9,11.0
2561,12,474721965,24,73.0
2562,12,476321344,6,12.0
2563,12,477580072,2,2.0
2564,12,479391393,19,57.0
2565,12,480337694,6,11.0
2566,12,481413999,12,41.0
2567,12,522099746,4,7.0
2568,12,522610892,23,61.0
2569,12,527231829,17,42.0
2570,12,530138806,7,13.0
2571,12,531956083,7,10.0
2572,12,541258495,8,8.0
2573,12,552306887,6,7.0
2574,12,559277088,8,13.0
2575,12,559475456,7,13.0
2576,12,560136410,10,23.0
2577,12,560575760,22,58.0
2578,12,565078696,8,13.0
2579,12,569769242,19,63.0
2580,12,569981306,17,36.0
2581,12,570590313,10,21.0
2582,12,584983158,16,39.0
2583,12,590049071,9,18.0
2584,12,597798321,16,42.0
2585,12,599471591,11,15.0
2586,12,607763952,38,113.0
2587,12,609495444,5,8.0
2588,12,628015504,10,17.0
2589,12,648827964,11,28.0
2590,12,657893693,5,7.0
2591,12,658187452,21,53.0
2592,12,658302934,6,17.0
2593,12,662280369,13,32.0
2594,12,691319767,20,62.0
2595,12,712664807,18,55.0
2596,12,714782168,12,28.0
2597,12,727679560,6,7.158770555772068
2598,12,728081901,12,35.0
2599,12,740412946,3,3.0
2600,12,741595162,6,12.0
2601,12,751167409,17,43.0
2602,12,751920795,5,6.158770555772068
2603,12,755498685,26,117.0
2604,12,756396600,11,18.0
2605,12,762149315,12,26.0
2606,12,762304005,23,57.0
2607,12,764206151,5,7.0
2608,12,772073740,14,44.0
2609,12,793803218,10,18.0
2610,12,794098228,15,30.0
2611,12,803656603,9,16.0
2612,12,814940942,12,24.0
2613,12,817127257,10,21.0
2614,12,817947464,13,46.0
2615,12,824480809,15,42.0
2616,12,826666511,5,12.0
2617,12,827142453,7,13.0
2618,12,833548586,30,98.0
2619,12,855391156,7,9.0
2620,12,858147751,4,6.0
2621,12,859852985,6,10.0
2622,12,860937824,22,76.0
2623,12,861502972,25,62.0
2624,12,863339627,23,65.0
2625,12,863374497,16,54.0
2626,12,864411156,7,11.0
2627,12,867813356,11,27.0
2628,12,1452740690,11,25.0
2629,12,1452763176,6,14.0
2630,12,1452775101,9,15.0
2631,12,1452858131,8,20.0
2632,12,1453084257,14,28.0
2633,12,1,11,29.0
2634,12,2,11,17.0
2635,12,3,17,39.0
2636,12,4,8,11.0
2637,12,5,25,68.0
2638,12,6,8,15.0
2639,12,7,17,32.0
2640,12,8,25,65.0
2641,12,9,7,17.0
2642,12,10,7,14.0
2643,12,11,11,15.0
2645,12,13,16,37.0
2646,12,14,10,26.0
2647,12,15,12,28.0
2648,12,16,17,49.0
2649,12,17,19,53.0
2650,12,18,9,12.0
2651,12,19,6,9.0
2652,12,20,5,12.0
2653,12,21,12,33.0
2654,12,22,20,55.0
2655,12,23,5,6.0
2656,12,24,22,73.0
2657,12,25,23,59.0
2658,12,26,9,12.0
2659,12,27,5,8.0
2660,12,28,17,49.0
2661,12,29,2,4.0
2662,12,30,14,36.0
2663,12,31,11,29.0
2664,12,32,10,15.0
2665,12,33,1,1.0
2666,12,34,17,45.0
2667,12,35,6,16.0
2668,12,36,22,65.0
2669,12,37,21,53.0
2670,12,38,14,36.0
2671,12,39,11,19.0
2672,12,40,8,17.0
2673,12,41,14,29.0
2674,12,42,2,2.0
2675,12,43,4,5.0
2676,12,44,20,52.0
2677,12,45,30,106.0
2678,12,46,1,1.0
2679,12,47,11,29.0
2680,12,48,6,10.0
2681,12,49,8,12.0
2682,12,50,11,37.0
2683,12,51,6,10.0
2684,12,52,28,94.0
2685,12,53,13,31.0
2686,12,54,15,44.0
2687,12,55,20,52.0
2688,12,56,19,35.0
2689,12,57,19,40.0
2690,12,58,14,39.0
2691,12,59,7,15.0
2692,12,60,18,59.0
2693,12,61,5,9.0
2694,12,62,9,25.0
2695,12,63,7,14.0
2696,12,64,6,13.0
2697,12,65,8,16.0
2698,12,66,18,60.0
2699,12,67,7,18.0
2700,12,68,18,58.0
2701,12,69,6,7.0
2702,12,70,24,64.0
2703,12,71,23,63.0
2704,12,72,18,51.0
2705,12,73,10,28.0
2706,12,74,14,34.0
2707,12,75,5,12.0
2708,12,76,7,15.0
2709,12,77,11,17.0
2710,12,78,2,2.0
2711,12,79,9,13.0
2712,12,80,13,45.0
2713,12,81,10,20.0
2714,12,82,1,1.0
2715,12,83,14,40.0
2716,12,84,20,43.0
2717,12,85,3,5.0
2718,12,86,4,8.0
2719,12,87,4,4.0
2720,12,88,15,47.0
2721,12,89,20,54.0
2722,12,90,25,61.0
2723,12,91,18,47.0
2724,12,92,9,16.0
2725,12,93,10,21.0
2726,12,94,19,50.0
2727,12,95,9,22.0
2728,12,96,21,72.0
2729,12,97,14,32.0
2730,12,98,1,1.0
2731,12,99,4,9.0
2732,12,100,23,51.0
2733,12,101,12,38.0
2734,12,102,30,126.0
2735,12,103,10,17.0
2736,12,104,8,12.0
2737,12,105,8,13.0
2738,12,106,8,12.0
2739,12,107,10,26.0
2740,12,108,27,67.0
2741,12,109,5,12.0
2742,12,110,6,6.0
2743,12,111,10,12.0
2744,12,112,3,4.0
2745,12,113,26,78.0
2746,12,114,11,33.0
2747,12,115,8,17.0
2748,13,78691334,20,64.0
2749,13,78691389,13,29.0
2750,13,78691461,4,8.0
2751,13,78692265,18,44.0
2752,13,78865175,9,12.0
2753,13,78867322,33,111.0
2754,13,78873790,21,64.0
2755,13,78899980,38,141.0
2756,13,79591205,20,51.0
2757,13,79598982,15,30.0
2758,13,79600570,10,26.0
2759,13,82135699,40,111.0
2760,13,87274454,5,6.0
2761,13,87835064,20,65.0
2762,13,87852633,22,58.0
2763,13,88588548,9,21.0
2764,13,88672872,9,19.0
2765,13,97922195,19,50.0
2766,13,98085031,8,19.0
2767,13,167937489,8,12.0
2768,13,188178602,28,101.0
2769,13,192451998,20,55.0
2770,13,197274024,7,13.0
2771,13,197278699,6,7.158770555772068
2772,13,205495806,24,63.0
2773,13,213156949,17,46.0
2774,13,243033408,4,9.0
2775,13,297413132,4,9.0
2776,13,298597763,10,16.0
2777,13,315244686,21,44.0
2778,13,334442311,8,21.0
2779,13,334811042,11,28.0
2780,13,352744112,20,50.0
2781,13,432156741,7,13.0
2782,13,433149947,9,22.0
2783,13,438309694,15,36.0
2784,13,446362468,15,41.0
2785,13,452687307,29,90.0
2786,13,452919640,21,53.0
2787,13,458296232,20,52.0
2788,13,463037458,7,23.0
2789,13,466678534,3,3.0
2790,13,474721965,29,117.0
2791,13,476321344,6,10.0
2792,13,477580072,24,62.0
2793,13,479391393,26,72.0
2794,13,480337694,8,17.0
2795,13,481413999,9,17.0
2796,13,522099746,21,52.0
2797,13,522610892,5,8.0
2798,13,527231829,16,38.0
2799,13,530138806,25,73.0
2800,13,531956083,7,16.0
2801,13,541258495,11,16.0
2802,13,552306887,12,27.0
2803,13,559277088,8,21.0
2804,13,559475456,4,4.0
2805,13,560136410,8,15.0
2806,13,560575760,14,36.0
2807,13,565078696,5,7.0
2808,13,569769242,34,102.0
2809,13,569981306,2,2.0
2810,13,570590313,11,21.0
2811,13,584983158,24,87.0
2812,13,590049071,19,62.0
2813,13,597798321,9,9.0
2814,13,599471591,21,58.0
2815,13,607763952,8,15.0
2816,13,609495444,18,47.0
2817,13,628015504,13,45.0
2818,13,648827964,16,32.0
2819,13,657893693,22,66.0
2820,13,658187452,21,58.0
2821,13,658302934,28,101.0
2822,13,662280369,10,22.0
2823,13,691319767,21,54.0
2824,13,712664807,11,20.0
2825,13,714782168,17,38.0
2826,13,727679560,9,15.0
2827,13,728081901,8,13.0
2828,13,740412946,17,45.0
2829,13,741595162,3,4.0
2830,13,751167409,22,61.0
2831,13,751920795,22,59.0
2832,13,755498685,5,7.0
2833,13,756396600,16,40.0
2834,13,762149315,23,49.0
2835,13,762304005,11,21.0
2836,13,764206151,29,117.0
2837,13,772073740,9,20.0
2838,13,793803218,22,53.0
2839,13,794098228,2,3.0
2840,13,803656603,15,36.0
2841,13,814940942,7,23.0
2842,13,817127257,10,18.0
2843,13,817947464,6,17.0
2844,13,824480809,21,43.0
2845,13,826666511,9,18.0
2846,13,827142453,11,21.0
2847,13,833548586,25,82.0
2848,13,855391156,6,7.158770555772068
2849,13,858147751,37,128.0
2850,13,859852985,10,19.0
2851,13,860937824,9,29.0
2852,13,861502972,19,49.0
2853,13,863339627,16,42.0
2854,13,863374497,11,29.0
2855,13,864411156,24,74.0
2856,13,867813356,13,29.0
2857,13,1452740690,13,46.0
2858,13,1452763176,9,21.0
2859,13,1452775101,9,18.0
2860,13,1452858131,13,30.0
2861,13,1453084257,15,50.0
2862,13,1,4,6.0
2863,13,2,17,45.0
2864,13,3,22,62.0
2865,13,4,7,18.0
2866,13,5,13,43.0
2867,13,6,13,30.0
2868,13,7,13,36.0
2869,13,8,22,68.0
2870,13,9,18,46.0
2871,13,10,8,9.0
2872,13,11,11,17.0
2873,13,12,21,43.0
2875,13,14,20,51.0
2876,13,15,6,8.0
2877,13,16,5,15.0
2878,13,17,13,29.0
2879,13,18,6,14.0
2880,13,19,15,35.0
2881,13,20,29,119.0
2882,13,21,10,14.0
2883,13,22,21,76.0
2884,13,23,12,28.0
2885,13,24,26,77.0
2886,13,25,19,60.0
2887,13,26,33,84.0
2888,13,27,10,18.0
2889,13,28,13,32.0
2890,13,29,21,67.0
2891,13,30,7,8.0
2892,13,31,3,4.0
2893,13,32,8,12.0
2894,13,33,5,11.0
2895,13,34,7,9.317541111544136
2896,13,35,19,54.0
2897,13,36,3,3.0
2898,13,37,28,85.0
2899,13,38,9,15.0
2900,13,39,10,16.0
2901,13,40,5,6.0
2902,13,41,1,2.0
2903,13,42,9,15.0
2904,13,43,6,9.0
2905,13,44,18,40.0
2906,13,45,23,71.0
2907,13,46,11,22.0
2908,13,47,10,23.0
2909,13,48,3,5.0
2910,13,49,7,13.0
2911,13,50,12,27.0
2912,13,51,11,38.0
2913,13,52,8,26.0
2914,13,53,26,72.0
2915,13,54,6,9.0
2916,13,55,9,29.0
2917,13,56,5,8.0
2918,13,57,5,8.0
2919,13,58,1,1.0
2920,13,59,6,8.0
2921,13,60,8,14.0
2922,13,61,13,36.0
2923,13,62,29,78.0
2924,13,63,7,9.0
2925,13,64,18,40.0
2926,13,65,28,87.0
2927,13,66,5,13.0
2928,13,67,5,16.0
2929,13,68,18,57.0
2930,13,69,16,46.0
2931,13,70,10,16.0
2932,13,71,4,6.0
2933,13,72,2,3.158770555772068
2934,13,73,11,21.0
2935,13,74,11,18.0
2936,13,75,9,12.0
2937,13,76,9,14.0
2938,13,77,8,18.0
2939,13,78,21,70.0
2940,13,79,20,52.0
2941,13,80,10,21.0
2942,13,81,16,44.0
2943,13,82,5,9.0
2944,13,83,23,85.0
2945,13,84,7,18.0
2946,13,85,6,7.0
2947,13,86,20,56.0
2948,13,87,5,11.0
2949,13,88,7,13.0
2950,13,89,24,75.0
2951,13,90,9,19.0
2952,13,91,17,36.0
2953,13,92,5,10.0
2954,13,93,8,18.0
2955,13,94,6,9.0
2956,13,95,15,40.0
2957,13,96,23,61.0
2958,13,97,8,24.0
2959,13,98,9,16.0
2960,13,99,12,23.0
2961,13,100,9,13.0
2962,13,101,1,2.0
2963,13,102,19,56.0
2964,13,103,16,42.0
2965,13,104,22,54.0
2966,13,105,6,8.0
2967,13,106,19,58.0
2968,13,107,20,60.0
2969,13,108,19,54.0
2970,13,109,20,60.0
2971,13,110,19,75.0
2972,13,111,8,19.0
2973,13,112,3,3.0
2974,13,113,12,22.0
2975,13,114,11,24.0
2976,13,115,21,72.0
2977,14,78691334,21,68.0
2978,14,78691389,8,17.0
2979,14,78691461,10,22.0
2980,14,78692265,12,33.0
2981,14,78865175,10,16.0
2982,14,78867322,6,8.0
2983,14,78873790,18,72.0
2984,14,78899980,20,65.0
2985,14,79591205,7,8.0
2986,14,79598982,17,43.0
2987,14,79600570,22,68.0
2988,14,82135699,4,6.0
2989,14,87274454,6,12.0
2990,14,87835064,13,20.0
2991,14,87852633,19,46.0
2992,14,88588548,15,44.0
2993,14,88672872,18,49.0
2994,14,97922195,7,19.0
2995,14,98085031,13,36.0
2996,14,167937489,22,61.0
2997,14,188178602,25,76.0
2998,14,192451998,36,99.0
2999,14,197274024,8,9.0
3000,14,197278699,9,16.0
3001,14,205495806,6,9.0
3002,14,213156949,10,27.0
3003,14,243033408,12,27.0
3004,14,297413132,11,29.0
3005,14,298597763,10,23.0
3006,14,315244686,21,49.0
3007,14,334442311,16,41.0
3008,14,334811042,17,46.0
3009,14,352744112,21,56.0
3010,14,432156741,38,109.0
3011,14,433149947,10,18.0
3012,14,438309694,22,72.0
3013,14,446362468,1,5.0
3014,14,452687307,15,44.0
3015,14,452919640,15,37.0
3016,14,458296232,24,75.0
3017,14,463037458,5,8.0
3018,14,466678534,10,26.0
3019,14,474721965,3,3.0
3020,14,476321344,16,37.0
3021,14,477580072,15,31.0
3022,14,479391393,23,58.0
3023,14,480337694,17,47.0
3024,14,481413999,7,17.0
3025,14,522099746,12,23.0
3026,14,522610892,10,17.0
3027,14,527231829,11,20.0
3028,14,530138806,13,29.0
3029,14,531956083,22,75.0
3030,14,541258495,22,65.0
3031,14,552306887,13,30.0
3032,14,559277088,15,43.0
3033,14,559475456,20,57.0
3034,14,560136410,4,4.0
3035,14,560575760,18,60.0
3036,14,565078696,21,58.0
3037,14,569769242,8,16.0
3038,14,569981306,5,6.0
3039,14,570590313,14,33.0
3040,14,584983158,9,15.0
3041,14,590049071,4,6.0
3042,14,597798321,3,3.0
3043,14,599471591,4,5.0
3044,14,607763952,27,81.0
3045,14,609495444,8,17.0
3046,14,628015504,17,38.0
3047,14,648827964,4,4.0
3048,14,657893693,12,18.0
3049,14,658187452,9,20.0
3050,14,658302934,14,33.0
3051,14,662280369,21,47.0
3052,14,691319767,10,22.0
3053,14,712664807,35,144.0
3054,14,714782168,9,15.0
3055,14,727679560,5,7.0
3056,14,728081901,10,20.0
3057,14,740412946,2,2.0
3058,14,741595162,35,103.0
3059,14,751167409,9,26.0
3060,14,751920795,9,26.0
3061,14,755498685,22,59.0
3062,14,756396600,6,11.0
3063,14,762149315,1,1.0
3064,14,762304005,18,41.0
3065,14,764206151,5,14.0
3066,14,772073740,13,21.0
3067,14,793803218,4,7.0
3068,14,794098228,18,54.0
3069,14,803656603,19,47.0
3070,14,814940942,9,12.0
3071,14,817127257,25,81.0
3072,14,817947464,5,7.0
3073,14,824480809,14,38.0
3074,14,826666511,7,15.0
3075,14,827142453,9,19.0
3076,14,833548586,10,16.0
3077,14,855391156,2,3.0
3078,14,858147751,5,7.0
3079,14,859852985,19,44.0
3080,14,860937824,10,21.0
3081,14,861502972,22,62.0
3082,14,863339627,10,30.0
3083,14,863374497,11,29.0
3084,14,864411156,12,23.0
3085,14,867813356,35,105.0
3086,14,1452740690,33,104.0
3087,14,1452763176,21,43.0
3088,14,1452775101,7,16.0
3089,14,1452858131,12,34.0
3090,14,1453084257,7,13.0
3091,14,1,4,8.0
3092,14,2,14,33.0
3093,14,3,11,29.0
3094,14,4,31,128.0
3095,14,5,25,70.0
3096,14,6,21,62.0
3097,14,7,12,28.0
3098,14,8,21,54.0
3099,14,9,25,53.0
3100,14,10,7,10.0
3101,14,11,11,20.0
3102,14,12,32,105.0
3103,14,13,15,34.0
3105,14,15,27,68.0
3106,14,16,17,51.0
3107,14,17,5,6.0
3108,14,18,19,50.0
3109,14,19,7,15.0
3110,14,20,21,60.0
3111,14,21,6,15.0
3112,14,22,21,69.0
3113,14,23,6,8.0
3114,14,24,13,30.0
3115,14,25,19,57.0
3116,14,26,22,58.0
3117,14,27,17,59.0
3118,14,28,12,32.0
3119,14,29,8,19.0
3120,14,30,15,46.0
3121,14,31,11,33.0
3122,14,32,19,56.0
3123,14,33,12,24.0
3124,14,34,22,58.0
3125,14,35,27,78.0
3126,14,36,11,26.0
3127,14,37,13,29.0
3128,14,38,17,44.0
3129,14,39,6,11.0
3130,14,40,11,23.0
3131,14,41,24,60.0
3132,14,42,16,43.0
3133,14,43,14,37.0
3134,14,44,5,9.0
3135,14,45,5,12.0
3136,14,46,5,8.0
3137,14,47,9,17.0
3138,14,48,9,16.0
3139,14,49,15,42.0
3140,14,50,11,23.0
3141,14,51,6,16.0
3142,14,52,17,43.0
3143,14,53,20,68.0
3144,14,54,8,13.0
3145,14,55,5,10.0
3146,14,56,10,16.0
3147,14,57,8,17.0
3148,14,58,16,53.0
3149,14,59,8,18.0
3150,14,60,16,38.0
3151,14,61,9,24.0
3152,14,62,5,6.0
3153,14,63,5,11.0
3154,14,64,8,12.0
3155,14,65,14,46.0
3156,14,66,30,124.0
3157,14,67,13,32.0
3158,14,68,18,47.0
3159,14,69,6,8.0
3160,14,70,22,55.0
3161,14,71,2,6.0
3162,14,72,5,10.0
3163,14,73,7,17.0
3164,14,74,15,49.0
3165,14,75,23,60.0
3166,14,76,2,2.0
3167,14,77,4,5.0
3168,14,78,7,11.0
3169,14,79,8,11.0
3170,14,80,23,59.0
3171,14,81,13,25.0
3172,14,82,20,54.0
3173,14,83,10,28.0
3174,14,84,7,12.0
3175,14,85,16,50.0
3176,14,86,8,15.0
3177,14,87,9,17.0
3178,14,88,1,1.0
3179,14,89,11,24.0
3180,14,90,26,66.0
3181,14,91,12,26.0
3182,14,92,5,5.0
3183,14,93,15,42.0
3184,14,94,2,2.0
3185,14,95,12,35.0
3186,14,96,10,12.0
3187,14,97,3,4.158770555772068
3188,14,98,21,48.0
3189,14,99,25,71.0
3190,14,100,6,9.0
3191,14,101,16,50.0
3192,14,102,18,44.0
3193,14,103,20,58.0
3194,14,104,22,62.0
3195,14,105,4,5.0
3196,14,106,23,58.0
3197,14,107,6,9.0
3198,14,108,9,16.0
3199,14,109,10,25.0
3200,14,110,4,4.0
3201,14,111,22,59.0
3202,14,112,12,37.0
3203,14,113,4,5.0
3204,14,114,17,45.0
3205,14,115,16,44.0
3206,15,78691334,35,103.0
3207,15,78691389,14,28.0
3208,15,78691461,7,12.0
3209,15,78692265,8,19.0
3210,15,78865175,10,22.0
3211,15,78867322,24,66.0
3212,15,78873790,6,8.0
3213,15,78899980,5,7.0
3214,15,79591205,2,3.0
3215,15,79598982,20,71.0
3216,15,79600570,11,19.0
3217,15,82135699,8,19.0
3218,15,87274454,9,19.0
3219,15,87835064,15,40.0
3220,15,87852633,3,3.0
3221,15,88588548,10,20.0
3222,15,88672872,2,4.0
3223,15,97922195,8,16.0
3224,15,98085031,7,14.0
3225,15,167937489,13,20.0
3226,15,188178602,10,33.0
3227,15,192451998,22,54.0
3228,15,197274024,29,121.0
3229,15,197278699,2,3.0
3230,15,205495806,10,16.0
3231,15,213156949,24,75.0
3232,15,243033408,6,10.0
3233,15,297413132,16,44.0
3234,15,298597763,14,50.0
3235,15,315244686,9,26.0
3236,15,334442311,33,86.0
3237,15,334811042,20,51.0
3238,15,352744112,24,65.0
3239,15,432156741,29,79.0
3240,15,433149947,13,48.0
3241,15,438309694,7,17.0
3242,15,446362468,6,8.0
3243,15,452687307,10,18.0
3244,15,452919640,16,48.0
3245,15,458296232,8,22.0
3246,15,463037458,12,32.0
3247,15,466678534,12,41.0
3248,15,474721965,18,60.0
3249,15,476321344,12,45.0
3250,15,477580072,2,2.0
3251,15,479391393,13,27.0
3252,15,480337694,11,19.0
3253,15,481413999,3,4.0
3254,15,522099746,7,13.0
3255,15,522610892,7,13.0
3256,15,527231829,9,14.0
3257,15,530138806,6,14.0
3258,15,531956083,9,20.0
3259,15,541258495,9,14.0
3260,15,552306887,17,43.0
3261,15,559277088,6,8.0
3262,15,559475456,15,35.0
3263,15,560136410,8,13.0
3264,15,560575760,17,40.0
3265,15,565078696,10,24.0
3266,15,569769242,8,12.0
3267,15,569981306,6,11.0
3268,15,570590313,7,15.0
3269,15,584983158,6,9.0
3270,15,590049071,4,10.0
3271,15,597798321,5,9.0
3272,15,599471591,15,40.0
3273,15,607763952,34,93.0
3274,15,609495444,16,44.0
3275,15,628015504,40,154.0
3276,15,648827964,28,108.0
3277,15,657893693,20,56.0
3278,15,658187452,6,11.0
3279,15,658302934,4,9.0
3280,15,662280369,19,49.0
3281,15,691319767,9,16.0
3282,15,712664807,3,7.0
3283,15,714782168,17,59.0
3284,15,727679560,7,17.0
3285,15,728081901,9,19.0
3286,15,740412946,1,5.0
3287,15,741595162,20,69.0
3288,15,751167409,3,4.0
3289,15,751920795,6,7.0
3290,15,755498685,8,9.0
3291,15,756396600,26,68.0
3292,15,762149315,13,41.0
3293,15,762304005,17,45.0
3294,15,764206151,8,9.0
3295,15,772073740,25,95.0
3296,15,793803218,19,68.0
3297,15,794098228,1,1.0
3298,15,803656603,15,37.0
3299,15,814940942,20,57.0
3300,15,817127257,19,56.0
3301,15,817947464,1,5.0
3302,15,824480809,21,62.0
3303,15,826666511,6,11.0
3304,15,827142453,19,50.0
3305,15,833548586,11,21.0
3306,15,855391156,9,22.0
3307,15,858147751,8,17.0
3308,15,859852985,21,58.0
3309,15,860937824,25,83.0
3310,15,861502972,10,21.0
3311,15,863339627,14,33.0
3312,15,863374497,5,10.0
3313,15,864411156,5,14.0
3314,15,867813356,38,119.0
3315,15,1452740690,11,20.0
3316,15,1452763176,15,38.0
3317,15,1452775101,23,60.0
3318,15,1452858131,8,20.0
3319,15,1453084257,26,74.0
3320,15,1,6,8.0
3321,15,2,5,10.0
3322,15,3,17,42.0
3323,15,4,10,18.0
3324,15,5,24,64.0
